"x"	"y"	"wt_elev"	"Y"	"X"	"xslope"	"yslope"	"elev"	"smag"	"dtw"
53	2	2241.5137471185	135	4725	5e-04	0.5	2442	0.500000249999938	200.486252881502
54	2	2226.65155001005	135	4815	-7.77777777777778e-05	0.0777777777777778	2427	0.077777816666657	200.348449989947
55	2	2219.68212969612	135	4905	-5e-04	-0.5	2420	0.500000249999938	200.31787030388
56	2	2211.65593556694	135	4995	-5e-04	-0.5	2412	0.500000249999938	200.344064433065
57	2	2187.57019350315	135	5085	0	-0.000111111111113536	2388	0.000111111111113536	200.429806496852
58	2	2243.6579770619	135	5175	5e-04	-0.5	2444	0.500000249999938	200.342022938102
59	2	2199.62025290042	135	5265	0	-0.000111111111113536	2400	0.000111111111113536	200.379747099584
60	2	2267.8067354994	135	5355	5e-04	-0.5	2468	0.500000249999938	200.1932645006
61	2	2299.5470703869	135	5445	0	-0.322222222222222	2450	0.322222222222222	150.452929613101
62	2	2299.53210209298	135	5535	0	-0.5	2450	0.5	150.46789790702
63	2	2252.88693729544	135	5625	0.000388888888888889	-0.388888888888889	2453	0.388889083333285	200.11306270456
64	2	2300.50406572461	135	5715	0	-0.366666666666667	2451	0.366666666666667	150.495934275394
65	2	2330.53216651508	135	5805	0.000366666666666667	-0.366666666666667	2481	0.366666849999954	150.467833484924
66	2	2319.571036579	135	5895	0	-0.4	2470	0.4	150.428963421004
67	2	2331.58587206159	135	5985	3e-04	-0.3	2482	0.300000149999962	150.414127938406
68	2	2328.56311834593	135	6075	0	-0.0333333333333333	2479	0.0333333333333333	150.436881654067
69	2	2284.95980074041	135	6165	0.000222222222222222	0.222222222222222	2485	0.222222333333305	200.040199259588
70	2	2300.71043262715	135	6255	4e-04	0.4	2501	0.40000019999995	200.289567372853
71	2	2310.59689217814	135	6345	0.000444444444444444	0.444444444444444	2511	0.444444666666611	200.403107821863
72	2	2314.80197933361	135	6435	-0.000322222222222222	-0.322222222222222	2515	0.322222383333293	200.198020666388
73	2	2299.56164372304	135	6525	0	0.166666666666667	2500	0.166666666666667	200.438356276964
74	2	2299.80665273037	135	6615	-0.5	-5e-04	2500	0.500000249999938	200.193347269627
75	2	2288.60855275174	135	6705	-0.000122222222222222	0.122222222222222	2439	0.122222283333318	150.391447248262
76	2	2283.52009145143	135	6795	-0.000288888888888889	0.288888888888889	2434	0.288889033333297	150.47990854857
77	2	2262.6239725976	135	6885	-0.377666666666664	0	2413	0.377666666666664	150.3760274024
78	2	2228.80068612102	135	6975	0	-0.000111111111113536	2379	0.000111111111113536	150.199313878984
79	2	2269.60072154158	135	7065	0.455444444444442	-0.000455444444444442	2420	0.455444672166607	150.399278458424
80	2	2269.52020439358	135	7155	0.000111111111113536	0	2420	0.000111111111113536	150.479795606422
81	2	2280.60440218361	135	7245	-0.5	-5e-04	2431	0.500000249999938	150.395597816389
82	2	2269.59524038671	135	7335	-0.377777777777778	0	2370	0.377777777777778	100.404759613289
83	2	2255.60330136944	135	7425	-0.5	-5e-04	2336	0.500000249999938	80.396698630565
84	2	2167.61937166732	135	7515	-0.177777777777778	0	2228	0.177777777777778	60.380628332679
85	2	2171.63134378513	135	7605	-0.5	0	2212	0.5	40.3686562148705
86	2	2141.58803931511	135	7695	-0.000111111111113536	0	2162	0.000111111111113536	20.4119606848935
87	2	2141.66838545141	135	7785	-0.477777777777778	0.000477777777777778	2162	0.477778016666607	20.3316145485942
88	2	2110.64496196086	135	7875	-2e-04	0.2	2119	0.200000099999975	8.35503803913889
89	2	2113.68329998812	135	7965	-0.433333333333333	-0.000433333333333333	2118	0.433333549999945	4.31670001188149
90	2	2079.00008766733	135	8055	-0.155555555555556	0	2079	0.155555555555556	-8.76673348102486e-05
91	2	2065.00024121438	135	8145	-0.155555555555556	0	2065	0.155555555555556	-0.000241214377638244
1	3	1261.00033041141	225	45	0.211111111111111	0	1261	0.211111111111111	-0.000330411407958309
2	3	1280.0002156474	225	135	0.211111111111111	0.000211111111111111	1280	0.21111121666664	-0.000215647396544227
3	3	1318.00008461102	225	225	0.422222222222222	0.000422222222222222	1318	0.42222243333328	-8.46110219754337e-05
4	3	1317.00165327275	225	315	0	0.00011111111111101	1317	0.00011111111111101	-0.00165327274953597
5	3	1321.00043882992	225	405	0.000311111111111111	0.311111111111111	1321	0.311111266666628	-0.000438829918493866
6	3	1321.00427519756	225	495	0.00011111111111101	0	1321	0.00011111111111101	-0.00427519756249239
7	3	1373.00011317561	225	585	0.5	5e-04	1373	0.500000249999938	-0.000113175605292781
8	3	1442.00004521337	225	675	5e-04	0.5	1442	0.500000249999938	-4.52133681392297e-05
9	3	1469.0000281073	225	765	-5e-04	0.5	1469	0.500000249999938	-2.81072966572538e-05
10	3	1428.0009881091	225	855	0	0.255	1428	0.255	-0.000988109101399459
11	3	1467.00097308158	225	945	0.255	0	1467	0.255	-0.0009730815831972
12	3	1450.00094008794	225	1035	0.255	0	1450	0.255	-0.000940087938033685
13	3	1494.0009004134	225	1125	0.255	0	1494	0.255	-0.000900413404451683
14	3	1516.00084585443	225	1215	0.255	0	1516	0.255	-0.000845854433009663
15	3	1537.00032910004	225	1305	0.233333333333333	0	1537	0.233333333333333	-0.0003291000371064
16	3	1576.00022967076	225	1395	0.433333333333333	-0.000433333333333333	1576	0.433333549999945	-0.000229670755743427
17	3	1576.0025419791	225	1485	0.00011111111111101	0	1576	0.00011111111111101	-0.00254197910226139
18	3	1657.00011486994	225	1575	0.5	-5e-04	1657	0.500000249999938	-0.000114869939807249
19	3	1731.61760063569	225	1665	0.5	-5e-04	1734	0.500000249999938	2.38239936431137
20	3	1739.86281249763	225	1755	0.000266666666666667	-0.266666666666667	1744	0.266666799999967	4.13718750236922
21	3	1806.60452054983	225	1845	0.5	-5e-04	1815	0.500000249999938	8.39547945017284
22	3	1813.97569228754	225	1935	0.433333333333333	0.000433333333333333	1854	0.433333549999945	40.0243077124646
23	3	1829.62559928889	225	2025	2e-04	0.2	1870	0.200000099999975	40.37440071111
24	3	1829.74949007358	225	2115	0	0.140011111111111	1870	0.140011111111111	40.2505099264158
25	3	1834.996759586	225	2205	0.140011111111111	0	1875	0.140011111111111	40.0032404140038
26	3	1872.73829540871	225	2295	0.140011111111111	0	1913	0.140011111111111	40.2617045912884
27	3	1860.95212418487	225	2385	0.140011111111111	0	1901	0.140011111111111	40.0478758151262
28	3	1891.61449146726	225	2475	0.140011111111111	0	1912	0.140011111111111	20.3855085327414
29	3	1933.71486792869	225	2565	0.5	-5e-04	1974	0.500000249999938	40.2851320713148
30	3	1933.60782754637	225	2655	0	-0.333333333333333	1974	0.333333333333333	40.3921724536262
31	3	1961.66292317777	225	2745	5e-04	-0.5	2002	0.500000249999938	40.3370768222271
32	3	1934.6483221059	225	2835	0.00011111111111101	0	1975	0.00011111111111101	40.3516778941048
33	3	1970.67076338658	225	2925	0.322111111111111	-0.000322111111111111	2031	0.322111272166626	60.3292366134206
34	3	1971.60782760282	225	3015	0.0111111111111111	0	2032	0.0111111111111111	60.3921723971789
35	3	2011.62639961935	225	3105	0.5	-5e-04	2092	0.500000249999938	80.3736003806507
36	3	1994.80295551546	225	3195	0.0333333333333333	0	2095	0.0333333333333333	100.197044484537
37	3	2040.61580423393	225	3285	0.5	0	2141	0.5	100.384195766068
38	3	2019.72256564009	225	3375	0.322222222222222	-0.000322222222222222	2170	0.322222383333293	150.277434359908
39	3	2028.69076125603	225	3465	0.1	-1e-04	2179	0.100000049999988	150.309238743966
40	3	2054.64982492886	225	3555	0.288888888888889	-0.000288888888888889	2205	0.288889033333297	150.350175071138
41	3	2060.64263788173	225	3645	0.000222111111111109	-0.222111111111109	2211	0.222111222166637	150.35736211827
42	3	2095.60312745752	225	3735	0.388888888888889	-0.000388888888888889	2246	0.388889083333285	150.396872542479
43	3	2094.56130175734	225	3825	0	-0.255444444444442	2245	0.255444444444442	150.438698242659
44	3	2115.57164058285	225	3915	0.000377777777777778	-0.377777777777778	2266	0.37777796666662	150.428359417155
45	3	2094.59548486453	225	4005	0	-0.000111111111113536	2245	0.000111111111113536	150.404515135467
46	3	2080.8841508697	225	4095	0.299888888888886	-0.000299888888888886	2281	0.299889038833293	200.115849130299
47	3	2075.79465402904	225	4185	0	-0.000111111111113536	2276	0.000111111111113536	200.205345970957
48	3	2137.59558285963	225	4275	0.5	-5e-04	2338	0.500000249999938	200.404417140366
49	3	2157.5233510865	225	4365	5e-04	-0.5	2358	0.500000249999938	200.4766489135
50	3	2176.57746780531	225	4455	5e-04	-0.5	2377	0.500000249999938	200.422532194688
51	3	2184.58211003673	225	4545	0.000122222222222222	-0.122222222222222	2385	0.122222283333318	200.417889963265
52	3	2213.52567383925	225	4635	5e-04	-0.5	2414	0.500000249999938	200.474326160755
53	3	2207.42866390104	225	4725	0	-0.255555555555556	2408	0.255555555555556	200.571336098958
54	3	2224.52998931819	225	4815	-0.5	-5e-04	2425	0.500000249999938	200.470010681814
55	3	2172.86079447729	225	4905	-0.322222222222222	0	2373	0.322222222222222	200.139205522715
56	3	2193.59348318658	225	4995	0	-0.188888888888889	2344	0.188888888888889	150.406516813419
57	3	2237.54307198307	225	5085	5e-04	-0.5	2388	0.500000249999938	150.456928016927
58	3	2221.60457847764	225	5175	0	-0.5	2372	0.5	150.395421522355
59	3	2249.60161602209	225	5265	0.000466666666666667	-0.466666666666667	2400	0.466666899999942	150.39838397791
60	3	2238.59971823623	225	5355	0	-0.188888888888889	2389	0.188888888888889	150.400281763767
61	3	2270.62258313303	225	5445	-0.444444444444444	-0.000444444444444444	2421	0.444444666666611	150.377416866966
62	3	2230.70707578201	225	5535	0	-0.288888888888889	2381	0.288888888888889	150.292924217994
63	3	2267.65112748727	225	5625	0.000488888888888889	-0.488888888888889	2418	0.488889133333272	150.348872512728
64	3	2267.67928429249	225	5715	0	-0.5	2418	0.5	150.320715707507
65	3	2297.75526253899	225	5805	4e-04	-0.4	2448	0.40000019999995	150.244737461013
66	3	2283.74291212768	225	5895	0	-0.0555555555555556	2434	0.0555555555555556	150.25708787232
67	3	2304.65645802957	225	5985	0.233333333333333	-0.000233333333333333	2455	0.23333344999997	150.343541970427
68	3	2325.56762659754	225	6075	0.233333333333333	-0.000233333333333333	2476	0.23333344999997	150.432373402456
69	3	2282.66269452303	225	6165	0.0777777777777778	-7.77777777777778e-05	2483	0.077777816666657	200.337305476972
70	3	2282.5779719873	225	6255	0.000111111111113536	0	2483	0.000111111111113536	200.422028012703
71	3	2310.63443990349	225	6345	5e-04	-0.5	2511	0.500000249999938	200.365560096509
72	3	2285.92210564508	225	6435	0	-0.0333333333333333	2486	0.0333333333333333	200.07789435492
73	3	2306.59317934851	225	6525	0.000344444444444444	-0.344444444444444	2507	0.344444616666623	200.406820651494
74	3	2295.62563507217	225	6615	-0.433333333333333	0	2496	0.433333333333333	200.374364927833
75	3	2256.8786641458	225	6705	-0.211111111111111	0.000211111111111111	2457	0.21111121666664	200.1213358542
76	3	2237.91769451892	225	6795	0	0.0444444444444444	2438	0.0444444444444444	200.082305481081
77	3	2287.61684789682	225	6885	-0.5	-5e-04	2438	0.500000249999938	150.383152103183
78	3	2228.82368957793	225	6975	0	-0.0111111111111111	2379	0.0111111111111111	150.176310422068
79	3	2240.7475107381	225	7065	0.000210888888888884	-0.210888888888884	2391	0.210888994333302	150.252489261904
80	3	2271.56057901795	225	7155	0.344444444444444	-0.000344444444444444	2422	0.344444616666623	150.439420982053
81	3	2270.52412535267	225	7245	-0.488888888888889	-0.000488888888888889	2421	0.488889133333272	150.475874647329
82	3	2226.91259944325	225	7335	-0.477777777777778	0.000477777777777778	2377	0.477778016666607	150.087400556748
83	3	2233.98256423692	225	7425	-0.5	0	2334	0.5	100.017435763085
84	3	2206.81699323425	225	7515	-5e-04	0.5	2287	0.500000249999938	80.1830067657461
85	3	2200.99388004633	225	7605	-0.5	-5e-04	2261	0.500000249999938	60.0061199536735
86	3	2169.66772550065	225	7695	-5e-04	0.5	2210	0.500000249999938	40.3322744993493
87	3	2156.56543401035	225	7785	-0.5	5e-04	2177	0.500000249999938	20.4345659896544
88	3	2106.61091624087	225	7875	-0.399888888888886	0	2115	0.399888888888886	8.38908375913479
89	3	2076.93067586015	225	7965	0	-0.000111111111113536	2079	0.000111111111113536	2.06932413984987
90	3	2088.00004568897	225	8055	-0.5	-5e-04	2088	0.500000249999938	-4.56889656561543e-05
91	3	2036.00020670008	225	8145	-0.5	0	2036	0.5	-0.000206700082344469
1	4	1265.00040171578	315	45	0.166666666666667	0	1265	0.166666666666667	-0.000401715778025391
2	4	1280.00029583503	315	135	0.166666666666667	0	1280	0.166666666666667	-0.000295835033284675
3	4	1322.00011506028	315	225	0.466666666666667	0.000466666666666667	1322	0.466666899999942	-0.000115060276129952
4	4	1350.00007379827	315	315	0.000366555555555556	0.366555555555556	1350	0.366555738833288	-7.37982682039728e-05
5	4	1397.00003615633	315	405	5e-04	0.5	1397	0.500000249999938	-3.61563279511756e-05
6	4	1366.0002516543	315	495	0	0.499888888888889	1366	0.499888888888889	-0.000251654295880144
7	4	1366.0025948839	315	585	0.00011111111111101	0	1366	0.00011111111111101	-0.00259488389747276
8	4	1456.80744563416	315	675	0.5	5e-04	1458	0.500000249999938	1.19255436583535
9	4	1485.77842199354	315	765	0.5	5e-04	1506	0.500000249999938	20.2215780064557
10	4	1509.89191149107	315	855	5e-04	0.5	1530	0.500000249999938	20.1080885089332
11	4	1575.61485673774	315	945	5e-04	0.5	1580	0.500000249999938	4.38514326226459
12	4	1541.00005790261	315	1035	-5e-04	0.5	1541	0.500000249999938	-5.79026100240299e-05
13	4	1535.00010574195	315	1125	0	0.455555555555556	1535	0.455555555555556	-0.000105741948573268
14	4	1535.00070569139	315	1215	0	0.255	1535	0.255	-0.000705691391885921
15	4	1537.00065838466	315	1305	0.255	0	1537	0.255	-0.000658384658891009
16	4	1567.00058650448	315	1395	0.255	0	1567	0.255	-0.000586504482726014
17	4	1603.00052420528	315	1485	0.255	0	1603	0.255	-0.000524205282999901
18	4	1627.00020930794	315	1575	0.266666666666667	0	1627	0.266666666666667	-0.000209307941531733
19	4	1682.00010598684	315	1665	0.5	-5e-04	1682	0.500000249999938	-0.000105986835933436
20	4	1720.00005578325	315	1755	0.422222222222222	-0.000422222222222222	1720	0.42222243333328	-5.57832527192659e-05
